id,name,category,subcategory,rarity,professions,region,short_uses,file_name
50387,2026-01-04_SIGMA Mirewalk Cloak,Gear,Cloak,Uncommon,Tailoring,Greatwood,Crafted with Sapsinger Resin Chalk and threads.,2026-01-04_sigma_mirewalk_cloak.png
50388,2026-01-04_SIGMA Mirewalk Boots,Gear,Boots,Rare,Smithing,Greatwood,Drop inside Rootbound Vault side rooms.,2026-01-04_sigma_mirewalk_boots.png
50389,2026-01-04_SIGMA Mirewalk Sash,Gear,Sash,Common,Leatherworking,Greatwood,Purchased from Sapbroker Neral after ward favor.,2026-01-04_sigma_mirewalk_sash.png
50390,2026-01-04_SIGMA Whisperline Ledger Token,Curio,Token,Common,Arcanism,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_whisperline_ledger_token.png
50391,2026-01-04_SIGMA Whisperline Song Fragment,Curio,Fragment,Uncommon,Cartography,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_whisperline_song_fragment.png
50392,2026-01-04_SIGMA Whisperline Ward Token,Curio,Seal,Rare,Diplomacy,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_whisperline_ward_token.png
50393,2026-01-04_SIGMA Whisperline Smuggler Seal,Curio,Seal,Common,Arcanism,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_whisperline_smuggler_seal.png
50394,2026-01-04_SIGMA Rootbound Ledger Token,Curio,Token,Uncommon,Cartography,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_rootbound_ledger_token.png
50395,2026-01-04_SIGMA Rootbound Song Fragment,Curio,Fragment,Rare,Diplomacy,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_rootbound_song_fragment.png
50396,2026-01-04_SIGMA Rootbound Ward Token,Curio,Seal,Common,Arcanism,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_rootbound_ward_token.png
50397,2026-01-04_SIGMA Rootbound Smuggler Seal,Curio,Seal,Uncommon,Cartography,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_rootbound_smuggler_seal.png
50398,2026-01-04_SIGMA Sapbound Ledger Token,Curio,Token,Rare,Diplomacy,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_sapbound_ledger_token.png
50399,2026-01-04_SIGMA Sapbound Song Fragment,Curio,Fragment,Common,Arcanism,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_sapbound_song_fragment.png
50400,2026-01-04_SIGMA Sapbound Ward Token,Curio,Seal,Uncommon,Cartography,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_sapbound_ward_token.png
50401,2026-01-04_SIGMA Sapbound Smuggler Seal,Curio,Seal,Rare,Diplomacy,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_sapbound_smuggler_seal.png
50402,2026-01-04_SIGMA Wardetched Ledger Token,Curio,Token,Common,Arcanism,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_wardetched_ledger_token.png
50403,2026-01-04_SIGMA Wardetched Song Fragment,Curio,Fragment,Uncommon,Cartography,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_wardetched_song_fragment.png
50404,2026-01-04_SIGMA Wardetched Ward Token,Curio,Seal,Rare,Diplomacy,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_wardetched_ward_token.png
50405,2026-01-04_SIGMA Wardetched Smuggler Seal,Curio,Seal,Common,Arcanism,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_wardetched_smuggler_seal.png
50406,2026-01-04_SIGMA Stonebridge Ledger Token,Curio,Token,Uncommon,Cartography,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_stonebridge_ledger_token.png
50407,2026-01-04_SIGMA Stonebridge Song Fragment,Curio,Fragment,Rare,Diplomacy,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_stonebridge_song_fragment.png
50408,2026-01-04_SIGMA Stonebridge Ward Token,Curio,Seal,Common,Arcanism,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_stonebridge_ward_token.png
50409,2026-01-04_SIGMA Stonebridge Smuggler Seal,Curio,Seal,Uncommon,Cartography,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_stonebridge_smuggler_seal.png
50410,2026-01-04_SIGMA Echo-scored Ledger Token,Curio,Token,Rare,Diplomacy,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_echo-scored_ledger_token.png
50411,2026-01-04_SIGMA Echo-scored Song Fragment,Curio,Fragment,Common,Arcanism,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_echo-scored_song_fragment.png
50412,2026-01-04_SIGMA Echo-scored Ward Token,Curio,Seal,Uncommon,Cartography,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_echo-scored_ward_token.png
50413,2026-01-04_SIGMA Echo-scored Smuggler Seal,Curio,Seal,Rare,Diplomacy,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_echo-scored_smuggler_seal.png
50414,2026-01-04_SIGMA Lumenmarked Ledger Token,Curio,Token,Common,Arcanism,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_lumenmarked_ledger_token.png
50415,2026-01-04_SIGMA Lumenmarked Song Fragment,Curio,Fragment,Uncommon,Cartography,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_lumenmarked_song_fragment.png
50416,2026-01-04_SIGMA Lumenmarked Ward Token,Curio,Seal,Rare,Diplomacy,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_lumenmarked_ward_token.png
50417,2026-01-04_SIGMA Lumenmarked Smuggler Seal,Curio,Seal,Common,Arcanism,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_lumenmarked_smuggler_seal.png
50418,2026-01-04_SIGMA Hearthbound Ledger Token,Curio,Token,Uncommon,Cartography,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_hearthbound_ledger_token.png
50419,2026-01-04_SIGMA Hearthbound Song Fragment,Curio,Fragment,Rare,Diplomacy,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_hearthbound_song_fragment.png
50420,2026-01-04_SIGMA Hearthbound Ward Token,Curio,Seal,Common,Arcanism,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_hearthbound_ward_token.png
50421,2026-01-04_SIGMA Hearthbound Smuggler Seal,Curio,Seal,Uncommon,Cartography,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_hearthbound_smuggler_seal.png
50422,2026-01-04_SIGMA Miremarked Ledger Token,Curio,Token,Rare,Diplomacy,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_miremarked_ledger_token.png
50423,2026-01-04_SIGMA Miremarked Song Fragment,Curio,Fragment,Common,Arcanism,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_miremarked_song_fragment.png
50424,2026-01-04_SIGMA Miremarked Ward Token,Curio,Seal,Uncommon,Cartography,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_miremarked_ward_token.png
50425,2026-01-04_SIGMA Miremarked Smuggler Seal,Curio,Seal,Rare,Diplomacy,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_miremarked_smuggler_seal.png
50426,2026-01-04_SIGMA Bramblewired Ledger Token,Curio,Token,Common,Arcanism,Greatwood,Artifact tie-in from Rootbound Vault ledgers.,2026-01-04_sigma_bramblewired_ledger_token.png
50427,2026-01-04_SIGMA Bramblewired Song Fragment,Curio,Fragment,Uncommon,Cartography,Greatwood,Rumor cache at Whisperline Stonebridge benches.,2026-01-04_sigma_bramblewired_song_fragment.png
50428,2026-01-04_SIGMA Bramblewired Ward Token,Curio,Seal,Rare,Diplomacy,Greatwood,Smuggler drop in Hollow Verge Encampment.,2026-01-04_sigma_bramblewired_ward_token.png
50429,2026-01-04_SIGMA Bramblewired Smuggler Seal,Curio,Seal,Common,Arcanism,Greatwood,Wardens trade after turning in ledger tokens.,2026-01-04_sigma_bramblewired_smuggler_seal.png
