id,name,category,subcategory,rarity,professions,region,short_uses,file_name
51450,Hearthworn Token 51450,Key,Copper Key,Common,Cooking,Glimmerdeep shore,Basic key used for side doors and caches.,item_51450.png
51451,Market Compass 51451,Profession Tool,Fishing Kit,Common,Fishing,Frostbriar trails,Starter kit enabling profession actions.,item_51451.png
51452,Oathforged Ledger 51452,Consumable,Food,Common,Engineering,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_51452.png
51453,Frostbound Knife 51453,Quest,Quest Item,Common,Jewelry,Emberford outskirts,Objective item for contracts and errands.,item_51453.png
51454,Market Needle 51454,Key,Bone Key,Common,Engineering,Bramblefold hedges,Basic key used for side doors and caches.,item_51454.png
51455,Hearthworn Shard 51455,Alchemy,Distillate,Common,Herbalism,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_51455.png
51456,Frostbound Cairn 51456,Alchemy,Catalyst,Common,Engineering,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_51456.png
51457,Pilgrim's Knife 51457,Quest,Quest Item,Uncommon,Fishing,Deepwatch,Objective item for contracts and errands.,item_51457.png
51458,Lanternlit Compass 51458,Toy,Wooden Doll,Uncommon,Herbalism,Glimmerdeep shore,Harmless fun item with small social value.,item_51458.png
51459,Warden's Fillet 51459,World Object,Marker,Common,Smithing,Glimmerdeep shore,Placeable/interactive world piece for events.,item_51459.png
51460,Dusk Compass 51460,Key,Copper Key,Uncommon,Smithing,Deepwatch,Basic key used for side doors and caches.,item_51460.png
51461,Stormkissed Knot 51461,Material,Leather,Common,Smithing,Deepwatch,Core trade material used in many early recipes.,item_51461.png
51462,Hearthworn Needle 51462,Trinket,Charm,Rare,Fishing,Bramblefold hedges,Minor passive charm with low-power utility.,item_51462.png
51463,Saltstained Ration 51463,Trinket,Stone,Uncommon,Enchanting,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_51463.png
51464,Warden's Totem Bracers 51464,Gear,Plate Bracers,Rare,Engineering,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51464.png
51465,Frostbound Skein 51465,Quest,Quest Item,Rare,Enchanting,Ashen Ridge terraces,Objective item for contracts and errands.,item_51465.png
51466,Rivercut Carving 51466,Toy,Spin Top,Uncommon,Herbalism,Frostbriar trails,Harmless fun item with small social value.,item_51466.png
51467,Oathforged Ration 51467,Quest,Quest Item,Common,None,Saltmarrow strand,Objective item for contracts and errands.,item_51467.png
51468,Dusk Pouch 51468,Curio,Token,Rare,Cooking,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_51468.png
51469,Bramble Band 51469,Consumable,Scroll,Common,Alchemy,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_51469.png
51470,Frostbound Cairn 51470,Trophy,Claw,Rare,Enchanting,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_51470.png
51471,Pilgrim's Lantern 51471,Toy,Dice,Common,None,Duskhollow bogs,Harmless fun item with small social value.,item_51471.png
51472,Rivercut Ration 51472,Map,Harbor Chart,Common,Cooking,Deepwatch,Simple navigation aid that points to micro-locations.,item_51472.png
51473,Glimmering Balm 51473,Quest,Quest Item,Common,Mining,Frostbriar trails,Objective item for contracts and errands.,item_51473.png
51474,Hearthworn Fillet 51474,Alchemy,Essence,Common,Mining,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_51474.png
51475,Mireborn Talisman 51475,Document,Letter,Common,Cooking,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_51475.png
51476,Pilgrim's Knife 51476,Curio,Trinket Bit,Uncommon,Smithing,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_51476.png
51477,Bramble Ledger 51477,Alchemy,Distillate,Uncommon,None,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_51477.png
51478,Cinder Gizmo 51478,Tool,Hammer,Common,Fishing,Saltmarrow strand,Utility item for travel salvage and exploration.,item_51478.png
51479,Lanternlit Ledger 51479,Ingredient,Fish,Uncommon,Mining,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_51479.png
51480,Hearthworn Lantern 51480,World Object,Cache,Common,Enchanting,Deepwatch,Placeable/interactive world piece for events.,item_51480.png
51481,Hearthworn Pike 51481,Trophy,Horn,Common,Smithing,Emberford markets,Monster proof used for bounties and turn-ins.,item_51481.png
51482,Cinder Talisman 51482,Quest,Quest Item,Uncommon,Tailoring,Emberford markets,Objective item for contracts and errands.,item_51482.png
51483,Glimmering Fillet Mace 51483,Gear,Mace,Common,Alchemy,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_51483.png
51484,Rivercut Tonic 51484,World Object,Marker,Uncommon,Engineering,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_51484.png
51485,Warden's Stitch 51485,Document,Notice,Uncommon,Engineering,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_51485.png
51486,Rivercut Stitch 51486,Trinket,Stone,Uncommon,Smithing,Deepwatch,Minor passive charm with low-power utility.,item_51486.png
51487,Lanternlit Stitch 51487,Alchemy,Catalyst,Common,Fishing,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_51487.png
51488,Frostbound Ration 51488,Alchemy,Essence,Common,Tailoring,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_51488.png
51489,Cinder Talisman 51489,World Object,Cairn,Uncommon,Tailoring,Frostbriar trails,Placeable/interactive world piece for events.,item_51489.png
51490,Stormkissed Ledger 51490,Trinket,Charm,Common,Enchanting,Emberford markets,Minor passive charm with low-power utility.,item_51490.png
51491,Warden's Tonic 51491,Document,Ledger,Common,Cooking,Deepwatch,Readable lore drop that hints at routes and secrets.,item_51491.png
51492,Cinder Stitch 51492,Key,Copper Key,Common,None,Emberford markets,Basic key used for side doors and caches.,item_51492.png
51493,Warden's Knife 51493,Map,Ruin Sketch,Common,Jewelry,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_51493.png
51494,Saltstained Shard 51494,Document,Map Scrap,Common,Alchemy,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_51494.png
51495,Mireborn Spice Wand 51495,Gear,Wand,Uncommon,Leatherworking,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_51495.png
51496,Market Carving 51496,Quest,Quest Item,Common,Alchemy,Frostbriar trails,Objective item for contracts and errands.,item_51496.png
51497,Frostbound Cog 51497,Consumable,Bandage,Uncommon,Jewelry,Emberford outskirts,Everyday field supply that reduces downtime.,item_51497.png
51498,Cinder Seal 51498,Tool,Chisel,Uncommon,Smithing,Emberford outskirts,Utility item for travel salvage and exploration.,item_51498.png
51499,Hearthworn Stitch 51499,Trinket,Charm,Common,Leatherworking,Emberford markets,Minor passive charm with low-power utility.,item_51499.png
51500,Mireborn Ink 51500,World Object,Cairn,Uncommon,Herbalism,Glimmerdeep canals,Placeable/interactive world piece for events.,item_51500.png
51501,Ashen Knife 51501,Consumable,Salve,Common,Fishing,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_51501.png
51502,Frostbound Brew 51502,Document,Prayer Slip,Rare,Alchemy,Emberford markets,Readable lore drop that hints at routes and secrets.,item_51502.png
51503,Glimmering Knife 51503,Tool,Knife,Common,Herbalism,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_51503.png
51504,Lanternlit Stitch 51504,Toy,Dice,Common,Fishing,Saltmarrow strand,Harmless fun item with small social value.,item_51504.png
51505,Ashen Gizmo 51505,Curio,Relic,Common,Tailoring,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_51505.png
51506,Lanternlit Knot 51506,Toy,Wooden Doll,Common,Tailoring,Glimmerdeep shore,Harmless fun item with small social value.,item_51506.png
51507,Stormkissed Charm 51507,Consumable,Bandage,Common,Herbalism,Frostbriar trails,Everyday field supply that reduces downtime.,item_51507.png
51508,Dusk Pouch 51508,Alchemy,Distillate,Rare,Alchemy,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_51508.png
51509,Mireborn Lantern 51509,Tool,Rope,Common,Cooking,Bramblefold hedges,Utility item for travel salvage and exploration.,item_51509.png
51510,Stormkissed Lantern 51510,Material,Dye,Common,Leatherworking,Saltmarrow strand,Core trade material used in many early recipes.,item_51510.png
51511,Lanternlit Knife 51511,Ingredient,Herb,Uncommon,Tailoring,Deepwatch,Common crafting input used across cooking and alchemy.,item_51511.png
51512,Market Compass 51512,Document,Notice,Common,Jewelry,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_51512.png
51513,Pilgrim's Tonic 51513,Document,Prayer Slip,Uncommon,Herbalism,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_51513.png
51514,Hearthworn Ink 51514,Key,Salt Key,Common,Enchanting,Saltmarrow strand,Basic key used for side doors and caches.,item_51514.png
51515,Oathforged Carving 51515,Profession Tool,Leather Kit,Uncommon,Cooking,Frost Caverns,Starter kit enabling profession actions.,item_51515.png
51516,Oathforged Compass 51516,Trinket,Charm,Common,Leatherworking,Frostbriar trails,Minor passive charm with low-power utility.,item_51516.png
51517,Rivercut Pouch 51517,Curio,Oddity,Common,Alchemy,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_51517.png
51518,Dusk Ink 51518,Trophy,Claw,Common,Smithing,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_51518.png
51519,Ashen Skein 51519,Trophy,Fang,Uncommon,Leatherworking,Deepwatch,Monster proof used for bounties and turn-ins.,item_51519.png
51520,Frostbound Pike 51520,Consumable,Salve,Common,Smithing,Emberford markets,Everyday field supply that reduces downtime.,item_51520.png
51521,Ashen Brew 51521,Profession Tool,Jeweler Kit,Common,Leatherworking,Bramblefold hedges,Starter kit enabling profession actions.,item_51521.png
51522,Glimmering Stitch Boots 51522,Gear,Leather Boots,Common,Cooking,Deepwatch,Baseline leveling piece with steady stats and simple flavor.,item_51522.png
51523,Stormkissed Lantern 51523,Alchemy,Essence,Uncommon,Mining,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_51523.png
51524,Lanternlit Rivet 51524,Trinket,Charm,Common,Herbalism,Deepwatch,Minor passive charm with low-power utility.,item_51524.png
51525,Stormkissed Ledger 51525,Consumable,Potion,Uncommon,Smithing,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_51525.png
51526,Dusk Talisman 51526,World Object,Marker,Common,Tailoring,Emberford markets,Placeable/interactive world piece for events.,item_51526.png
51527,Market Shard 51527,Trophy,Claw,Common,Alchemy,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_51527.png
51528,Saltstained Compass 51528,Consumable,Tea,Common,Smithing,Frostbriar trails,Everyday field supply that reduces downtime.,item_51528.png
51529,Mireborn Cairn 51529,Map,Harbor Chart,Common,Cooking,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_51529.png
51530,Cinder Skein 51530,Material,Ore,Uncommon,Leatherworking,Saltmarrow strand,Core trade material used in many early recipes.,item_51530.png
51531,Stormkissed Skein 51531,Curio,Oddity,Common,Enchanting,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_51531.png
51532,Mireborn Cairn 51532,Map,Harbor Chart,Uncommon,Alchemy,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_51532.png
51533,Hearthworn Lantern 51533,Document,Prayer Slip,Uncommon,None,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_51533.png
51534,Saltstained Cog 51534,Alchemy,Essence,Common,Mining,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_51534.png
51535,Rivercut Fillet 51535,World Object,Cairn,Common,Cooking,Frost Caverns,Placeable/interactive world piece for events.,item_51535.png
51536,Warden's Skein 51536,Trophy,Scale,Common,Fishing,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_51536.png
51537,Market Talisman 51537,Key,Iron Key,Uncommon,Enchanting,Frostbriar trails,Basic key used for side doors and caches.,item_51537.png
51538,Dusk Ration 51538,Trinket,Stone,Common,Herbalism,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_51538.png
51539,Dusk Totem 51539,Material,Thread,Uncommon,Herbalism,Duskhollow bogs,Core trade material used in many early recipes.,item_51539.png
51540,Mireborn Knot 51540,Material,Cloth Bolt,Common,Tailoring,Emberford markets,Core trade material used in many early recipes.,item_51540.png
51541,Mireborn Token 51541,Trinket,Charm,Rare,None,Glimmerdeep canals,Minor passive charm with low-power utility.,item_51541.png
51542,Dusk Stitch 51542,Alchemy,Distillate,Common,Herbalism,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_51542.png
51543,Hearthworn Ration 51543,Profession Tool,Smith Kit,Uncommon,Smithing,Deepwatch,Starter kit enabling profession actions.,item_51543.png
51544,Glimmering Needle Mace 51544,Gear,Mace,Common,Engineering,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_51544.png
51545,Dusk Carving 51545,Curio,Relic,Common,Leatherworking,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_51545.png
51546,Rivercut Needle Trinket 51546,Gear,Trinket,Uncommon,Fishing,Frost Caverns,Baseline leveling piece with steady stats and simple flavor.,item_51546.png
51547,Warden's Spice 51547,Alchemy,Phial,Uncommon,Alchemy,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_51547.png
51548,Stormkissed Ledger 51548,Key,Bone Key,Uncommon,Engineering,Emberford markets,Basic key used for side doors and caches.,item_51548.png
51549,Rivercut Balm 51549,Alchemy,Reagent,Uncommon,None,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_51549.png
51550,Pilgrim's Knot 51550,Curio,Relic,Common,Fishing,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_51550.png
51551,Warden's Cairn 51551,Document,Field Note,Common,Engineering,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_51551.png
51552,Hearthworn Spice 51552,Curio,Token,Rare,Herbalism,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_51552.png
51553,Rivercut Pouch 51553,Tool,Knife,Uncommon,Tailoring,Saltmarrow strand,Utility item for travel salvage and exploration.,item_51553.png
51554,Market Pouch 51554,Material,Oil,Common,Enchanting,Bramblefold hedges,Core trade material used in many early recipes.,item_51554.png
51555,Warden's Stitch 51555,Trophy,Claw,Common,Cooking,Bramblefold hedges,Monster proof used for bounties and turn-ins.,item_51555.png
51556,Cinder Band 51556,Document,Notice,Common,Cooking,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_51556.png
51557,Bramble Skein 51557,Profession Tool,Fishing Kit,Common,Smithing,Emberford outskirts,Starter kit enabling profession actions.,item_51557.png
51558,Frostbound Tonic Amulet 51558,Gear,Amulet,Common,Tailoring,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_51558.png
51559,Oathforged Charm 51559,Document,Notice,Rare,Jewelry,Emberford markets,Readable lore drop that hints at routes and secrets.,item_51559.png
51560,Mireborn Fillet 51560,Ingredient,Spice,Common,Alchemy,Emberford markets,Common crafting input used across cooking and alchemy.,item_51560.png
51561,Mireborn Pike 51561,Map,Ruin Sketch,Common,Cooking,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_51561.png
51562,Saltstained Balm 51562,Consumable,Powder,Common,Engineering,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_51562.png
51563,Frostbound Seal 51563,Alchemy,Reagent,Common,Fishing,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_51563.png
51564,Glimmering Compass 51564,Curio,Charm,Uncommon,Smithing,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_51564.png
51565,Rivercut Compass 51565,Profession Tool,Cooking Kit,Uncommon,Enchanting,Frost Caverns,Starter kit enabling profession actions.,item_51565.png
51566,Mireborn Skein 51566,Key,Bone Key,Uncommon,Cooking,Glimmerdeep shore,Basic key used for side doors and caches.,item_51566.png
51567,Dusk Stitch 51567,World Object,Totem,Uncommon,Enchanting,Saltmarrow strand,Placeable/interactive world piece for events.,item_51567.png
51568,Ashen Pike 51568,Material,Leather,Common,Mining,Emberford outskirts,Core trade material used in many early recipes.,item_51568.png
51569,Rivercut Cairn 51569,Map,Trail Map,Common,Mining,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_51569.png
51570,Mireborn Carving 51570,Map,Cave Map,Common,Jewelry,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_51570.png
51571,Oathforged Buckle 51571,Material,Leather,Uncommon,Mining,Glimmerdeep shore,Core trade material used in many early recipes.,item_51571.png
51572,Frostbound Hook 51572,Toy,Spin Top,Rare,Jewelry,Saltmarrow tidepools,Harmless fun item with small social value.,item_51572.png
51573,Hearthworn Ink 51573,Map,Ruin Sketch,Common,Jewelry,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_51573.png
51574,Pilgrim's Buckle 51574,Quest,Quest Item,Common,Enchanting,Saltmarrow strand,Objective item for contracts and errands.,item_51574.png
51575,Dusk Totem 51575,Ingredient,Sap,Rare,None,Deepwatch,Common crafting input used across cooking and alchemy.,item_51575.png
51576,Rivercut Cog Vest 51576,Gear,Leather Vest,Uncommon,Alchemy,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_51576.png
51577,Glimmering Hook 51577,Trophy,Fang,Common,Mining,Bramblefold hedges,Monster proof used for bounties and turn-ins.,item_51577.png
51578,Glimmering Knife 51578,Toy,Dice,Uncommon,Mining,Emberford outskirts,Harmless fun item with small social value.,item_51578.png
51579,Cinder Carving 51579,Consumable,Salve,Uncommon,Tailoring,Saltmarrow strand,Everyday field supply that reduces downtime.,item_51579.png
51580,Oathforged Ledger 51580,Key,Salt Key,Rare,Mining,Frostbriar trails,Basic key used for side doors and caches.,item_51580.png
51581,Hearthworn Rivet 51581,Document,Map Scrap,Common,Leatherworking,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_51581.png
51582,Frostbound Cairn 51582,Tool,Saw,Common,Jewelry,Saltmarrow strand,Utility item for travel salvage and exploration.,item_51582.png
51583,Bramble Token 51583,Quest,Quest Item,Rare,Tailoring,Emberford markets,Objective item for contracts and errands.,item_51583.png
51584,Glimmering Pike Mace 51584,Gear,Mace,Common,Enchanting,Frost Caverns,Baseline leveling piece with steady stats and simple flavor.,item_51584.png
51585,Pilgrim's Token 51585,Material,Wood Plank,Common,Alchemy,Deepwatch,Core trade material used in many early recipes.,item_51585.png
51586,Frostbound Carving 51586,World Object,Marker,Uncommon,Alchemy,Frost Caverns,Placeable/interactive world piece for events.,item_51586.png
51587,Bramble Hook 51587,World Object,Cairn,Rare,Alchemy,Frost Caverns,Placeable/interactive world piece for events.,item_51587.png
51588,Warden's Hook 51588,World Object,Cache,Common,Engineering,Frost Caverns,Placeable/interactive world piece for events.,item_51588.png
51589,Glimmering Spice 51589,Trophy,Fang,Common,Jewelry,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_51589.png
51590,Cinder Band 51590,Alchemy,Distillate,Uncommon,Engineering,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_51590.png
51591,Saltstained Brew 51591,Alchemy,Essence,Rare,Mining,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_51591.png
51592,Hearthworn Rivet 51592,World Object,Cairn,Common,None,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_51592.png
51593,Warden's Totem 51593,Toy,Whistle,Common,Engineering,Frostbriar trails,Harmless fun item with small social value.,item_51593.png
51594,Bramble Shard 51594,Curio,Trinket Bit,Common,Cooking,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_51594.png
51595,Stormkissed Balm Sword 51595,Gear,Sword,Uncommon,None,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_51595.png
51596,Warden's Hook 51596,Consumable,Tea,Uncommon,Mining,Saltmarrow strand,Everyday field supply that reduces downtime.,item_51596.png
51597,Rivercut Ink 51597,Quest,Quest Item,Common,Cooking,Emberford outskirts,Objective item for contracts and errands.,item_51597.png
51598,Warden's Ration 51598,World Object,Cairn,Common,Jewelry,Frost Caverns,Placeable/interactive world piece for events.,item_51598.png
51599,Saltstained Carving 51599,Map,Ruin Sketch,Uncommon,Engineering,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_51599.png
51600,Saltstained Needle 51600,Consumable,Food,Uncommon,Jewelry,Saltmarrow strand,Everyday field supply that reduces downtime.,item_51600.png
51601,Stormkissed Token 51601,Consumable,Tea,Common,None,Bramblefold hedges,Everyday field supply that reduces downtime.,item_51601.png
51602,Market Ledger 51602,World Object,Marker,Common,Mining,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_51602.png
51603,Warden's Cairn 51603,Tool,Compass,Rare,Cooking,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_51603.png
51604,Stormkissed Buckle 51604,Trophy,Fang,Rare,Tailoring,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_51604.png
51605,Dusk Band 51605,Document,Ledger,Uncommon,Fishing,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_51605.png
51606,Cinder Lantern 51606,World Object,Totem,Common,Leatherworking,Glimmerdeep canals,Placeable/interactive world piece for events.,item_51606.png
51607,Market Stitch 51607,Curio,Trinket Bit,Rare,Tailoring,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_51607.png
51608,Hearthworn Compass 51608,Trophy,Fang,Uncommon,Jewelry,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_51608.png
51609,Rivercut Talisman 51609,Trophy,Claw,Common,Cooking,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_51609.png
51610,Saltstained Rivet 51610,Profession Tool,Smith Kit,Uncommon,Leatherworking,Ashen Ridge terraces,Starter kit enabling profession actions.,item_51610.png
51611,Bramble Carving 51611,Trophy,Scale,Uncommon,Leatherworking,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_51611.png
51612,Hearthworn Band 51612,Material,Ore,Common,Enchanting,Duskhollow bogs,Core trade material used in many early recipes.,item_51612.png
51613,Hearthworn Ink 51613,Material,Thread,Common,Engineering,Deepwatch,Core trade material used in many early recipes.,item_51613.png
51614,Bramble Knot 51614,Quest,Quest Item,Common,Tailoring,Glimmerdeep shore,Objective item for contracts and errands.,item_51614.png
51615,Frostbound Buckle 51615,Profession Tool,Leather Kit,Uncommon,Fishing,Glimmerdeep shore,Starter kit enabling profession actions.,item_51615.png
51616,Saltstained Ledger 51616,Material,Leather,Uncommon,Enchanting,Duskhollow bogs,Core trade material used in many early recipes.,item_51616.png
51617,Rivercut Carving 51617,Toy,Whistle,Common,Alchemy,Glimmerdeep shore,Harmless fun item with small social value.,item_51617.png
51618,Saltstained Needle 51618,Material,Oil,Uncommon,Tailoring,Saltmarrow strand,Core trade material used in many early recipes.,item_51618.png
51619,Bramble Shard Mace 51619,Gear,Mace,Common,Enchanting,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_51619.png
51620,Rivercut Knife 51620,World Object,Cache,Uncommon,Enchanting,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_51620.png
51621,Frostbound Ledger 51621,Map,Trail Map,Rare,Enchanting,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_51621.png
51622,Ashen Knife 51622,Key,Salt Key,Common,Jewelry,Duskhollow bogs,Basic key used for side doors and caches.,item_51622.png
51623,Ashen Balm 51623,Document,Notice,Common,None,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_51623.png
51624,Ashen Lantern 51624,Alchemy,Catalyst,Uncommon,Smithing,Frostbriar trails,Reliable reagent for low to mid-tier mixtures.,item_51624.png
51625,Lanternlit Buckle 51625,Alchemy,Catalyst,Common,Engineering,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_51625.png
51626,Stormkissed Ink 51626,Trinket,Charm,Rare,Cooking,Deepwatch,Minor passive charm with low-power utility.,item_51626.png
51627,Lanternlit Knife 51627,Trinket,Sigil,Common,Fishing,Frostbriar trails,Minor passive charm with low-power utility.,item_51627.png
51628,Stormkissed Knife 51628,Tool,Hammer,Rare,Smithing,Duskhollow bogs,Utility item for travel salvage and exploration.,item_51628.png
51629,Lanternlit Pouch 51629,Tool,Compass,Common,Mining,Saltmarrow strand,Utility item for travel salvage and exploration.,item_51629.png
51630,Mireborn Hook 51630,Key,Copper Key,Uncommon,Fishing,Frostbriar trails,Basic key used for side doors and caches.,item_51630.png
51631,Lanternlit Cog 51631,Material,Oil,Common,None,Ashen Ridge terraces,Core trade material used in many early recipes.,item_51631.png
51632,Mireborn Ration 51632,World Object,Cairn,Uncommon,Enchanting,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_51632.png
51633,Rivercut Hook Boots 51633,Gear,Leather Boots,Common,Cooking,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_51633.png
51634,Hearthworn Fillet 51634,Profession Tool,Smith Kit,Common,Cooking,Glimmerdeep canals,Starter kit enabling profession actions.,item_51634.png
51635,Cinder Stitch 51635,Key,Copper Key,Common,Engineering,Emberford markets,Basic key used for side doors and caches.,item_51635.png
51636,Market Seal 51636,Toy,Wooden Doll,Uncommon,Herbalism,Emberford outskirts,Harmless fun item with small social value.,item_51636.png
51637,Glimmering Cog 51637,Tool,Chisel,Common,Alchemy,Deepwatch,Utility item for travel salvage and exploration.,item_51637.png
51638,Bramble Charm 51638,World Object,Cache,Common,Cooking,Frostbriar trails,Placeable/interactive world piece for events.,item_51638.png
51639,Saltstained Ledger 51639,Trinket,Sigil,Common,Alchemy,Saltmarrow strand,Minor passive charm with low-power utility.,item_51639.png
51640,Dusk Cog 51640,Toy,Spin Top,Uncommon,Jewelry,Saltmarrow strand,Harmless fun item with small social value.,item_51640.png
51641,Pilgrim's Seal Amulet 51641,Gear,Amulet,Common,Jewelry,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51641.png
51642,Frostbound Lantern 51642,Alchemy,Essence,Common,Herbalism,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_51642.png
51643,Stormkissed Buckle Gloves 51643,Gear,Cloth Gloves,Common,Fishing,Deepwatch,Baseline leveling piece with steady stats and simple flavor.,item_51643.png
51644,Oathforged Skein 51644,Key,Salt Key,Common,Herbalism,Glimmerdeep canals,Basic key used for side doors and caches.,item_51644.png
51645,Saltstained Pouch 51645,Ingredient,Berry,Common,Mining,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_51645.png
51646,Hearthworn Ledger 51646,Quest,Quest Item,Common,None,Emberford markets,Objective item for contracts and errands.,item_51646.png
51647,Mireborn Pouch 51647,Key,Bone Key,Common,Smithing,Frostbriar trails,Basic key used for side doors and caches.,item_51647.png
51648,Frostbound Compass Robe 51648,Gear,Cloth Robe,Common,None,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_51648.png
51649,Market Buckle 51649,Map,Trail Map,Common,Engineering,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_51649.png
51650,Cinder Token 51650,Curio,Charm,Common,Smithing,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_51650.png
51651,Pilgrim's Shard 51651,Alchemy,Phial,Uncommon,Fishing,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_51651.png
51652,Lanternlit Lantern 51652,Consumable,Tonic,Common,Enchanting,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_51652.png
51653,Glimmering Hook 51653,Trinket,Charm,Common,Alchemy,Deepwatch,Minor passive charm with low-power utility.,item_51653.png
51654,Glimmering Carving 51654,Profession Tool,Leather Kit,Uncommon,Tailoring,Deepwatch,Starter kit enabling profession actions.,item_51654.png
51655,Pilgrim's Pouch 51655,Trinket,Charm,Common,Enchanting,Frostbriar trails,Minor passive charm with low-power utility.,item_51655.png
